Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Wed Apr 27 21:02:28 EDT 2022,RunFA21A3Tests.java,1651107748521,43068,0,(D)6,0.0,100.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Wed Apr 27 21:02:28 EDT 2022,RunFA21A3Tests.java, 1651107748521
2,,Wed Apr 27 21:03:12 EDT 2022,RunFA21A3Tests.java,1651107792288,913458,0,(D)3,0.0,100.0,0.0,0.0,0.0,0.0,0.0032858707557502738,0.0,0.0032858707557502738,0.0,0.0,0.0,0.0,0.0,[]
3,,Wed Apr 27 21:18:25 EDT 2022,RunFA21A3Tests.java,1651108705746,51688,0,(F)3(D)2(F)1(D)1,0.0,42.857142857142854,0.0,57.14285714285714,0.0,0.0,0.13725490196078433,0.0,0.058823529411764705,0.0784313725490196,0.0,0.0,0.0,0.0,[]
4,,Wed Apr 27 21:19:18 EDT 2022,RunFA21A3Tests.java,1651108758028,12026,0,(D)5,0.0,100.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,1.0,[]
5,,Wed Apr 27 21:19:30 EDT 2022,RunFA21A3Tests.java,1651108770162,114649,0,(D)4(F)3(I)1(F)1,0.1111111111111111,44.44444444444444,0.0,44.44444444444444,0.0,0.0,0.07894736842105263,0.0,0.03508771929824561,0.03508771929824561,0.0,0.0,0.008771929824561403,5.0,[1651108777729 5 get rid of magic numbers in prolog - Google Search https://www.google.com/search?q=get+rid+of+magic+numbers+in+prolog&rlz=1C1VDKB_enUS959US959&oq=get+rid+of+magic+numbers+in+prolog&aqs=chrome..69i57.4089j0j7&sourceid=chrome&ie=UTF-8, 1651108776782 2 prolog I have to make a program that calculates the magic matrix permutate - Stack Overflow https://stackoverflow.com/questions/23939565/prolog-i-have-to-make-a-program-that-calculates-the-magic-matrix-permutate, 1651108789551 2 symbolic constant in prolog - Google Search https://www.google.com/search?q=symbolic+constant+in+porlog&rlz=1C1VDKB_enUS959US959&oq=symbolic+constant+in+porlog&aqs=chrome..69i57j0i22i30j0i390l4.3978j0j7&sourceid=chrome&ie=UTF-8, 1651108793049 1 Prolog. Constants, Variables, Terms, Atoms, Clauses Syntax and Semantics https://ai.ia.agh.edu.pl/_media/pl:dydaktyka:pp:prolog-syntax-terms.pdf]
6,,Wed Apr 27 21:21:25 EDT 2022,RunFA21A3Tests.java,1651108885843,145287,0,(F)3,0.0,0.0,0.0,100.0,0.0,0.0,0.020689655172413793,0.0,0.0,0.020689655172413793,0.0,0.0,0.0,0.0,[]
7,,Wed Apr 27 21:23:52 EDT 2022,RunFA21A3Tests.java,1651109032795,80400,0,(D)2(F)1(D)2,0.0,80.0,0.0,20.0,0.0,0.0,0.0625,0.0,0.05,0.0125,0.0,0.0,0.0,0.0,[]
8,,Wed Apr 27 21:25:13 EDT 2022,RunFA21A3Tests.java,1651109113195,40162,0,(F)1(I)1(D)2(F)1(D)4,0.1111111111111111,66.66666666666666,0.0,22.22222222222222,0.0,0.0,0.225,0.0,0.15,0.05,0.0,0.0,0.025,0.0,[]
9,,Wed Apr 27 21:25:54 EDT 2022,RunFA21A3Tests.java,1651109154461,12253,0,(D)5,0.0,100.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,[]
