Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Wed Apr 27 20:49:22 EDT 2022,RunFA21RunTests.java,1651106962116,15423,0,(I)3(F)2,0.6,0.0,0.0,40.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.2,0.0,[]
,/modelData/A0UserStudy2010.arff,Wed Apr 27 20:49:22 EDT 2022,RunFA21RunTests.java, 1651106962116
2,,Wed Apr 27 20:49:37 EDT 2022,RunFA21RunTests.java,1651106977544,36377,0,(I)1(R)1(I)3(R)1(I)2(R)1(I)2(R)1(I)1,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.25,0.0,[]
3,,Wed Apr 27 20:50:14 EDT 2022,RunFA21RunTests.java,1651107014272,5878,5878,(I)4(R)5(I)1(R)1(I)6(R)6(I)2,0.52,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.4,2.6,0.0,[]
4,,Wed Apr 27 20:50:20 EDT 2022,RunFA21RunTests.java,1651107020237,33641,0,(I)5(R)1(I)2(R)1(I)3(F)2(I)2(R)2,0.6666666666666666,0.0,0.0,11.11111111111111,0.0,0.0,0.5454545454545454,0.0,0.0,0.06060606060606061,0.0,0.12121212121212122,0.36363636363636365,0.0,[]
5,,Wed Apr 27 20:50:54 EDT 2022,RunFA21RunTests.java,1651107054158,37711,0,(R)1(I)1(F)2(I)9(F)1,0.7142857142857143,0.0,0.0,21.428571428571427,0.0,0.0,0.3783783783783784,0.0,0.0,0.08108108108108109,0.0,0.02702702702702703,0.2702702702702703,0.0,[]
6,,Wed Apr 27 20:51:31 EDT 2022,RunFA21RunTests.java,1651107091869,23295,0,(F)1(I)2(F)2(I)5(F)2(I)4,0.6875,0.0,0.0,31.25,0.0,0.0,0.6956521739130435,0.0,0.0,0.21739130434782608,0.0,0.0,0.4782608695652174,0.0,[]
7,,Wed Apr 27 20:51:55 EDT 2022,RunFA21RunTests.java,1651107115911,19401,0,(I)2(R)7(D)1,0.2,10.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.05263157894736842,0.0,0.0,0.3684210526315789,0.10526315789473684,0.0,[]
8,,Wed Apr 27 20:52:15 EDT 2022,RunFA21RunTests.java,1651107135502,37210,0,(D)2(F)2(I)3(D)3,0.3,50.0,0.0,20.0,0.0,0.0,0.2702702702702703,0.0,0.13513513513513514,0.05405405405405406,0.0,0.0,0.08108108108108109,0.0,[]
9,,Wed Apr 27 20:52:53 EDT 2022,RunFA21RunTests.java,1651107173551,37412,0,(F)2(I)9(R)1(I)6,0.8333333333333334,0.0,0.0,11.11111111111111,0.0,0.0,0.4864864864864865,0.0,0.0,0.05405405405405406,0.0,0.02702702702702703,0.40540540540540543,0.0,[]
11,,Wed Apr 27 20:53:54 EDT 2022,RunFA21A3Tests.java,1651107234173,174837,0,(I)2(F)2(I)1(F)2(I)4(R)2(I)1(R)1(I)1,0.5625,0.0,0.0,25.0,0.0,0.0,0.09195402298850575,0.0,0.0,0.022988505747126436,0.0,0.017241379310344827,0.05172413793103448,12.0,[1651107264466 6 Syllabus https://comp524sp22.cs.unc.edu/syllabus, 1651107268686 10 Home https://comp524sp22.cs.unc.edu/, 1651107293749 1 Assignments - Google Drive https://drive.google.com/drive/folders/1-3bqol85BpI3zfmiXTTI7AaC7-g7XaGb]
