Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Sep 21 21:06:47 EDT 2021,SocialDistancing.java,1632272807985,73272,0,(I)2(R)2(I)1(R)1(I)8,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.1917808219178082,0.0,0.0,0.0,0.0,0.0410958904109589,0.1506849315068493,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Sep 21 21:06:47 EDT 2021,SocialDistancing.java, 1632272807985
2,,Tue Sep 21 21:08:01 EDT 2021,SocialDistancing.java,1632272881519,25189,0,(I)7(R)5(I)5,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.2,0.48,0.0,[]
3,,Tue Sep 21 21:08:26 EDT 2021,SocialDistancing.java,1632272906708,96648,0,(I)1(F)6(I)1,0.25,0.0,0.0,75.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0625,0.0,0.0,0.020833333333333332,0.0,[]
4,,Tue Sep 21 21:10:03 EDT 2021,SocialDistancing.java,1632273003799,10947,0,(I)1(F)2(I)16,0.8947368421052632,0.0,0.0,10.526315789473683,0.0,0.0,1.9,0.0,0.0,0.2,0.0,0.0,1.7,0.0,[]
5,,Tue Sep 21 21:10:15 EDT 2021,SocialDistancing.java,1632273015288,14593,0,(I)14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[]
6,,Tue Sep 21 21:10:30 EDT 2021,SocialDistancing.java,1632273030493,15941,0,(F)2(I)2(D)2(I)1(F)2(I)2,0.45454545454545453,18.181818181818183,0.0,36.36363636363637,0.0,0.0,0.7333333333333333,0.0,0.13333333333333333,0.26666666666666666,0.0,0.0,0.3333333333333333,0.0,[]
7,,Tue Sep 21 21:10:46 EDT 2021,SocialDistancing.java,1632273046433,31341,0,(D)4(I)1(D)2(F)2(I)2,0.2727272727272727,54.54545454545454,0.0,18.181818181818183,0.0,0.0,0.3548387096774194,0.0,0.1935483870967742,0.06451612903225806,0.0,0.0,0.0967741935483871,0.0,[]
8,,Tue Sep 21 21:11:17 EDT 2021,SocialDistancing.java,1632273077774,17636,0,(I)3(D)2(I)1(F)2(I)2(F)2,0.5,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.7058823529411765,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0,0.35294117647058826,0.0,[]
9,,Tue Sep 21 21:11:35 EDT 2021,SocialDistancing.java,1632273095495,-208682,-208682,(I)1(D)2(I)2(D)2(R)2(I)5(R)1(I)1,0.5625,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
10,,Tue Sep 21 21:08:41 EDT 2021,SocialDistancing.java,1632272921963,204251,0,(I)1(R)1(I)14(F)2(I)1,0.8421052631578947,0.0,0.0,10.526315789473683,0.0,0.0,0.09313725490196079,0.0,0.0,0.00980392156862745,0.0,0.004901960784313725,0.0784313725490196,0.0,[]
11,,Tue Sep 21 21:12:06 EDT 2021,SocialDistancing.java,1632273126279,39435,0,(I)1(F)2(I)2(F)2(I)2(F)2(I)1,0.5,0.0,0.0,50.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,[]
12,,Tue Sep 21 21:12:48 EDT 2021,SocialDistancing.java,1632273168743,9149,9149,(I)1(F)2(I)2(F)2(I)2(F)2,0.45454545454545453,0.0,0.0,54.54545454545454,0.0,0.0,1.2222222222222223,0.0,0.0,0.6666666666666666,0.0,0.0,0.5555555555555556,0.0,[]
13,,Tue Sep 21 21:12:57 EDT 2021,SocialDistancing.java,1632273177971,18467,0,(I)2(F)2(I)3(F)2(I)1,0.6,0.0,0.0,40.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,[]
14,,Tue Sep 21 21:13:19 EDT 2021,SocialDistancing.java,1632273199175,38919,0,(F)2(I)2(F)2(I)2(F)2(I)1,0.45454545454545453,0.0,0.0,54.54545454545454,0.0,0.0,0.2894736842105263,0.0,0.0,0.15789473684210525,0.0,0.0,0.13157894736842105,1.0,[]
15,,Tue Sep 21 21:13:58 EDT 2021,SocialDistancing.java,1632273238123,22764,0,(D)2(I)1(F)2(I)10,0.7333333333333333,13.333333333333334,0.0,13.333333333333334,0.0,0.0,0.6818181818181818,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.5,0.0,[]
