Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
6,,Tue May 03 15:14:03 EDT 2022,RunFA21A4Tests.java,1651605243807,32427,0,(I)2(F)3(I)4(F)2(I)1,0.5833333333333334,0.0,0.0,41.66666666666667,0.0,0.0,0.375,0.0,0.0,0.15625,0.0,0.0,0.21875,0.0,[]
7,,Tue May 03 15:14:36 EDT 2022,RunFA21A4Tests.java,1651605276233,34444,0,(I)1(D)2(F)1(D)1(F)5,0.1,30.0,0.0,60.0,0.0,0.0,0.29411764705882354,0.0,0.08823529411764706,0.17647058823529413,0.0,0.0,0.029411764705882353,0.0,[]
10,,Tue May 03 15:21:16 EDT 2022,SocialDistancing.sml,1651605676259,20938,0,(D)1(F)1(D)1(F)1,0.0,50.0,0.0,50.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,[]
11,,Tue May 03 15:21:37 EDT 2022,SocialDistancing.sml,1651605697852,62879,0,(F)4(D)1(F)1(D)1,0.0,28.57142857142857,0.0,71.42857142857143,0.0,0.0,0.11290322580645161,0.0,0.03225806451612903,0.08064516129032258,0.0,0.0,0.0,0.0,[]
12,,Tue May 03 15:22:44 EDT 2022,SocialDistancing.sml,1651605764204,32758,0,(F)2,0.0,0.0,0.0,100.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,[]
13,,Tue May 03 15:23:22 EDT 2022,SocialDistancing.sml,1651605802274,55463,0,(D)1(F)1(D)1(F)1,0.0,50.0,0.0,50.0,0.0,0.0,0.07272727272727272,0.0,0.03636363636363636,0.03636363636363636,0.0,0.0,0.0,0.0,[]
15,,Tue May 03 15:26:36 EDT 2022,SocialDistance.sml,1651605996247,196350,0,(F)11,0.0,0.0,0.0,100.0,0.0,0.0,0.05612244897959184,0.0,0.0,0.05612244897959184,0.0,0.0,0.0,0.0,[]
16,,Tue May 03 15:29:52 EDT 2022,SocialDistance.sml,1651606192597,166755,0,(F)7(D)1(F)3(D)2,0.0,23.076923076923077,0.0,76.92307692307693,0.0,0.0,0.0783132530120482,0.0,0.018072289156626505,0.060240963855421686,0.0,0.0,0.0,0.0,[]
18,,Tue May 03 15:39:25 EDT 2022,SocialDistance.sml,1651606765978,32717,0,(D)1(F)1(D)1,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.09375,0.0,0.0625,0.03125,0.0,0.0,0.0,0.0,[]
19,,Tue May 03 15:39:59 EDT 2022,SocialDistance.sml,1651606799389,106310,0,(F)5(D)1(F)1(D)5,0.0,50.0,0.0,50.0,0.0,0.0,0.11320754716981132,0.0,0.05660377358490566,0.05660377358490566,0.0,0.0,0.0,0.0,[]
