Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Fri Aug 27 23:37:49 EDT 2021,Cls.java,1630121869708,127467,0,(F)1(I)3(F)2(I)1(F)2(D)1(F)1,0.36363636363636365,9.090909090909092,0.0,54.54545454545454,0.0,0.0,0.08661417322834646,0.0,0.007874015748031496,0.047244094488188976,0.0,0.0,0.031496062992125984,0.0,[]
,/modelData/A0UserStudy2010.arff,Fri Aug 27 23:37:49 EDT 2021,Cls.java, 1630121869708
2,,Fri Aug 27 23:39:57 EDT 2021,Cls.java,1630121997175,65564,0,(D)1(F)3(I)6,0.6,10.0,0.0,30.0,0.0,0.0,0.15384615384615385,0.0,0.015384615384615385,0.046153846153846156,0.0,0.0,0.09230769230769231,0.0,[]
3,,Fri Aug 27 23:41:02 EDT 2021,Cls.java,1630122062836,5095,5095,(I)23(R)1,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.2,4.6,0.0,[]
4,,Fri Aug 27 23:41:08 EDT 2021,Cls.java,1630122068096,13331,0,(I)8(R)2(I)9,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,1.4615384615384615,0.0,0.0,0.0,0.0,0.15384615384615385,1.3076923076923077,0.0,[]
5,,Fri Aug 27 23:41:21 EDT 2021,Cls.java,1630122081578,69485,0,(I)3(F)2(I)11(F)1,0.8235294117647058,0.0,0.0,17.647058823529413,0.0,0.0,0.2463768115942029,0.0,0.0,0.043478260869565216,0.0,0.0,0.2028985507246377,0.0,[]
6,,Fri Aug 27 23:42:31 EDT 2021,Cls.java,1630122151063,6308,6308,(F)1(I)5(R)3(I)3(R)5(I)7,0.625,0.0,0.0,4.166666666666666,0.0,0.0,4.0,0.0,0.0,0.16666666666666666,0.0,1.3333333333333333,2.5,0.0,[]
7,,Fri Aug 27 23:42:39 EDT 2021,Cls.java,1630122159135,13368,0,(F)1(I)1(F)1(I)13,0.875,0.0,0.0,12.5,0.0,0.0,1.2307692307692308,0.0,0.0,0.15384615384615385,0.0,0.0,1.0769230769230769,0.0,[]
8,,Fri Aug 27 23:42:52 EDT 2021,Cls.java,1630122172916,72565,0,(I)11(D)2,0.8461538461538461,15.384615384615385,0.0,0.0,0.0,0.0,0.18055555555555555,0.0,0.027777777777777776,0.0,0.0,0.0,0.1527777777777778,0.0,[]
9,,Fri Aug 27 23:44:07 EDT 2021,Cls.java,1630122247292,310097,0,(F)4(I)1(F)2,0.14285714285714285,0.0,0.0,85.71428571428571,0.0,0.0,0.02258064516129032,0.0,0.0,0.01935483870967742,0.0,0.0,0.0032258064516129032,0.0,[]
10,,Fri Aug 27 23:49:17 EDT 2021,RunF21A0_1Tests.java,1630122557575,39326,0,(D)2(F)2(I)1,0.2,40.0,0.0,40.0,0.0,0.0,0.1282051282051282,0.0,0.05128205128205128,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,[]
11,,Fri Aug 27 23:49:56 EDT 2021,ClassRegistry.java,1630122596901,41609,0,(I)3(D)2(F)2,0.42857142857142855,28.57142857142857,0.0,28.57142857142857,0.0,0.0,0.17073170731707318,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.07317073170731707,0.0,[]
12,,Fri Aug 27 23:50:38 EDT 2021,RunF21A0_1Tests.java,1630122638510,69978,0,(I)1(R)2(I)3(F)2(N)2,0.4,0.0,20.0,20.0,0.0,0.0,0.14492753623188406,0.028985507246376812,0.0,0.028985507246376812,0.0,0.028985507246376812,0.057971014492753624,0.0,[]
13,,Fri Aug 27 23:51:58 EDT 2021,RunF21A0_1Tests.java,1630122718727,59635,0,(F)8(I)4,0.3333333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.2033898305084746,0.0,0.0,0.13559322033898305,0.0,0.0,0.06779661016949153,0.0,[]
Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
14,,Fri Aug 27 23:53:00 EDT 2021,Hello.java,1630122780215,71196,0,(I)3(F)2(I)1(F)2(I)5,0.6923076923076923,0.0,0.0,30.76923076923077,0.0,0.0,0.18309859154929578,0.0,0.0,0.056338028169014086,0.0,0.0,0.1267605633802817,0.0,[]
15,,Fri Aug 27 23:54:11 EDT 2021,Hello.java,1630122851411,19435,0,(D)2(F)2(I)2,0.3333333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.3157894736842105,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.10526315789473684,0.0,[]
16,,Fri Aug 27 23:54:30 EDT 2021,Hello.java,1630122870948,31265,0,(I)2(D)2(F)2(I)1(F)2(I)1(F)1,0.36363636363636365,18.181818181818183,0.0,45.45454545454545,0.0,0.0,0.3548387096774194,0.0,0.06451612903225806,0.16129032258064516,0.0,0.0,0.12903225806451613,0.0,[]
17,,Fri Aug 27 23:55:23 EDT 2021,Hello.java,1630122923949,48240,0,(F)1(I)2(F)4(I)5,0.5833333333333334,0.0,0.0,41.66666666666667,0.0,0.0,0.25,0.0,0.0,0.10416666666666667,0.0,0.0,0.14583333333333334,0.0,[]
18,,Fri Aug 27 23:56:13 EDT 2021,RunF21A0_1Tests.java,1630122973231,-98065,-98065,(I)2(R)1,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
19,,Fri Aug 27 23:55:38 EDT 2021,RunF21A0_1Tests.java,1630122938509,70644,0,(I)4(D)2(F)1,0.5714285714285714,28.57142857142857,0.0,14.285714285714285,0.0,0.0,0.1,0.0,0.02857142857142857,0.014285714285714285,0.0,0.0,0.05714285714285714,0.0,[]
20,,Fri Aug 27 23:56:49 EDT 2021,RunF21A0_1Tests.java,1630123009153,53891,0,(F)3(I)1(F)2(I)1(F)2(I)1,0.3,0.0,0.0,70.0,0.0,0.0,0.18867924528301888,0.0,0.0,0.1320754716981132,0.0,0.0,0.05660377358490566,0.0,[]
21,,Fri Aug 27 23:57:43 EDT 2021,ClassRegistry.java,1630123063044,19459,0,(F)2(I)1(F)2(D)1(F)1,0.14285714285714285,14.285714285714285,0.0,71.42857142857143,0.0,0.0,0.3684210526315789,0.0,0.05263157894736842,0.2631578947368421,0.0,0.0,0.05263157894736842,0.0,[]
